Query	predict_lb	predict_tag	score	true_lb	true_tag
добрый день пожалуйста помогать клиент взять демо на программа https school gzakypki ru promo 204953 у клиент выходить окно о необходимость подтверждать телефон при попытка подтверждать телефон писать не верный код клиент битрикс 17764240 ekaterina shucso mail ru	14	Школы Ошибка	0.9999483823776245	Школы Ошибка	14
добрый день ученик академия пин 4428316601 сидоров алий пин 6625226901 коробцев дарья пин 6624940101 назначать обучение они приходить приглашение и ссылка на программа код активация нет проходить по ссылка не мочь зайти в личный кабинет не срабатывать письмо приглашение просьба проверять срабатывать ли приглашение на обучение для запупск курс и если возможно принимать приглашение за клиент не мочь учиться и срок проходить заранный спасибо br br аналогичный ситуация и по другой клиент ученик дробот надежда николаевна 7 951 158 17 66 7 472 465 04 50 ее почта nadia n7070 mail ru у она почему то не отображаться академия в продукт только демка на випка она приходить приглашение вчера назначать курс литвин ирина николаевна 7 951 154 63 08 ее почта litvinin borcrb yandex ru	14	Школы Ошибка	0.9997052550315857	Школы Ошибка	14
добрый день ученик не приходить письмо с приглашение на обучение просьба принимать приглашение за ни br olga080676 mail ru br xlorik yandex ru	14	Школы Ошибка	0.999929666519165	Школы Ошибка	14
добрый день в договор у школа поехать подпись и печать как минимум по договор этот продукт комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка школа директор по персонал весь программа многопользовательский версия 12 мес комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка школа директор по персонал весь программа однопользовательский версия 12 мес комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка высокий школа кадровик весь программа многопользовательский версия 12 мес комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка высокий школа кадровик весь программа однопользовательский версия 12 мес комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка высокий школа юрист компания весь программа многопользовательский версия 12 мес комплекс образовательный услуга по программа повышение квалификация и профессиональный переподготовка высокий школа юрист компания весь программа однопользовательский версия 12 мес скрин прикладывать то подпись не по строчка то вообще все уезжать на другой страница	4	Другое	0.9999828338623047	Школы Ошибка	14
добрый день во весь письмо с демодоступ к школа теперь подтягиваться картинка учет налог право прикладывать письмо от два школа школа директор по персонал и высокий школа юрист компания	4	Другое	0.9999983310699463	Школы Ошибка	14
добрый день во весь продукт школа периодически пропадать внизу страница справа кнопка преподаватель просьба выяснивать причина и исправлять во вложение скрин что чат нет	14	Школы Ошибка	0.9999351501464844	Школы Ошибка	14
добрый день для назначение курс и тест аттестация просьба открывать кураторский доступ	4	Другое	0.9996101260185242	Школы Ошибка	14
добрый день клиент не мочь начинаться учиться говорить что на почта natalakibireva262 gmail com не приходить письмо просить проверять по отправка и доставка сообщение возможно ли что письмо приходить с временный ожидание в последний время клиент с почта gmail com не получать письмо и постоянно жаловаться что доступ не предоставлять	4	Другое	0.999997615814209	Школы Ошибка	14
добрый день клиент не получать приглашение просьба проверять в что дело stoljarik mail ru natyumen mail ru укд академия 1382 6170 3827 1074 5822 повторно назначать курсы безрезультатно если возможно просьба за ученик принимать приглашение заранее спасибо	14	Школы Ошибка	0.9999955892562866	Школы Ошибка	14
добрый день не мочь зайти в бо https id2 backoffice action group account login returnurl 2fhome 2findex пытаться восстанавливать пароль но он не приходить на рабочий почта помогать решать проблема пожалуйста	4	Другое	0.9999982118606567	Школы Ошибка	14
добрый день не подтягиваться версия для продукт упр6111 19140 в вип школа генеральный директор https academy gd ru продукт заводить вчера день около 15 час	14	Школы Ошибка	0.9999899864196777	Школы Ошибка	14
добрый день нет пакет укд 1382 2661 4735 5250 4704 по программа выпуск быть	14	Школы Ошибка	0.999935507774353	Школы Ошибка	14
добрый день очень тормозить испдна долго загружать документ при открытие проблема наблюдаться переодически просить проверять компьютер tula305 tula308	4	Другое	0.9999712705612183	Школы Ошибка	14
добрый день пин 6536692901 клиент по письмо приглашение на обучение попадать в лк в продукт запускать обучение по приглашение не удаваться просьба за клиент принимать приглашение активировать курс по диктовка укд	14	Школы Ошибка	0.9995878338813782	Школы Ошибка	14
добрый день пин 6708979401 эл почта suponya mail ru у клиент в завершать быть программа который в арм ерм не видеть просьба уточнять какой укд у программа и как клиент получать документ заранее спасибо	14	Школы Ошибка	0.9999953508377075	Школы Ошибка	14
добрый день покупательница вип тариф школа генеральный директор битрикс 581524 имейл one instant ya ru видеть как пользователь вип тариф скрин низкий но среди укд в ерм укд на вип тариф нет а при вход в академия она выдавать надпись что доступ заканчиваться и начинать учиться по программа невозможно второй скрин	14	Школы Ошибка	0.9996728897094727	Школы Ошибка	14
добрый день пропадать доступ к https shkola action360 ru study сара 085 iladygina pressh ru	4	Другое	0.9999426603317261	Школы Ошибка	14
добрый день просьба аннулировать следующий укд атк как это дубль уже активировать программа но с другой код и поэтому сам администратор не мочь удалять они заранна спасибо 0904 1686 1348 4204 1058 0983 2300 1414 8058 0281 0904 1738 4757 4507 6284 0905 7034 5551 8667 6888 0904 6558 2236 7111 1533 0905 4837 3138 7667 1808 0904 4126 8350 1365 8710 1797 1837 6141 8473 6334 0904 4374 8571 0660 6303 0904 1047 8567 4553 8333 0904 5818 2254 7651 8328 0904 8278 3343 7414 0570 0905 2006 4068 6542 8168 0983 8824 6431 4402 4270 0983 8817 4177 1631 3812 0983 0821 8068 4334 6486 0905 6838 8665 4132 8822 1797 7806 2846 0036 5500 0904 1738 4757 4507 6284 0905 7034 5551 8667 6888 0904 6558 2236 7111 1533	14	Школы Ошибка	0.9998482465744019	Школы Ошибка	14
добрый день просьба аннулировать следующий укд так как это дубль назначать программа который ученик уже проходить по по другой код и администратор они удалять не мочь заранее спасибо 1275 2332 6226 6344 8358 1275 0056 1538 4188 1022 1275 7367 6632 0265 0616 1275 8704 0814 7221 0375 1275 8661 7684 7080 0825 1275 5764 0181 5337 7684 1275 5357 0651 6141 6338 1275 2744 1001 6400 7045 1275 6035 4850 8866 3014 0754 7483 7024 8102 3875 0754 6500 3608 7374 1808 0904 3612 3610 8052 2527 1275 0830 3160 0111 2147 1275 1687 4540 4456 1541 0983 6804 1487 2566 5273 1275 1114 7248 7850 7140 1275 1841 8483 4654 1503 0983 6686 3485 5533 5816 0754 2572 0361 5253 3725 1275 7662 6326 8232 5115 0904 5160 0677 3831 2287 0904 6622 8816 2361 1016 0983 7401 2313 1382 4001 0983 7443 4251 6866 1006 1275 4548 1012 2513 8654 0983 6187 5642 3862 6051 0904 1047 8567 4553 8333 0904 4374 8571 0660 6303 0983 6550 3501 2005 2030	4	Другое	0.9998252987861633	Школы Ошибка	14
добрый день просьба перенести укд на верный пользователь 0905 5507 0204 1342 8584 на булатов кристина васильевна kristinabulatova2015timyr yandex ru 0905 4372 1335 2340 1117 на савельев елена юрьевна elena_s41 mail ru заранее спасибо	4	Другое	0.9997931122779846	Школы Ошибка	14
добрый день просьба предоставлять моментальный доступ по укд 1382 2282 2563 6117 7532 заранее спасибо	4	Другое	0.9999854564666748	Школы Ошибка	14
добрый день просить подтягивать верный статус укд клиент проходить обучение а в арм укд в статус не активировать укд 0050 2082 0880 8363 5681	4	Другое	0.9999939203262329	Школы Ошибка	14
добрый день просить подтягивать оценка по укд 0050 1277 5333 1543 0467 укд 0050 8605 7407 2711 7633 а также просить уточнять когда ученик сдавать финальный тест спасибо	4	Другое	0.9999960660934448	Школы Ошибка	14
добрый день просить подтягивать укд по программа обучение по охрана труд для руководитель и специалист 40 час selifanova ma sudmedmo ru пин 6560492601	4	Другое	0.9989954829216003	Школы Ошибка	14
добрый день у менеджер sar 221 узы ngrigoreva pressh ru не открываться дд академия охрана труд кадровый университет и промбезопасность скрин прилагать просить решать проблема так как менеджер не мочь полноценный работать спасибо	14	Школы Ошибка	0.9999939203262329	Школы Ошибка	14
добрый день у сотрудник aabdullaeva pressh ru в демо доступ https finacademy budgetnik ru не отображаться программа скрин прикладывать просьба проверять	14	Школы Ошибка	0.9999110698699951	Школы Ошибка	14
добрый день у сотрудник аутсорсинг служба сервис оу и тула_сервис_образование не работать испдна по открытие через арм по рабочий место по закрытие группа и выдача диплом удостоверение через кнопка в обращение и через рм просить помогать энидеск 959 079 640 mailto petrovaev action press ru	4	Другое	0.9982045888900757	Школы Ошибка	14
добрый день укд 0606 5204 4484 3006 6310 просьба подтягивать оценка клиент проходить обучение заранее спасибо	14	Школы Ошибка	0.9999521970748901	Школы Ошибка	14
добрый день укд 0955 1157 8646 7176 1780 быть перенести с лк mupiat007 mail ru на лк iat irk yandex ru на лк mupiat007 mail ru ранее быть сделать назначение приглашение укд 0955 2020 3085 0444 8122 который после перенос директорский укд на другой лк так и оставаться активировать в связь с это выходить звонок на итм по сбор документ и направляться всевозможный рассылка можно ли сделать так чтобы при перенос директорский укд по вип школа однопользовательский версия на другой лк прежний назначение обучение блокироваться	4	Другое	0.9999608993530273	Школы Ошибка	14
добрый день укд 0905 0270 2622 3135 6477 и 0905 8120 3848 4832 2746 и 0905 8833 6080 5421 7720 и 0905 7716 6616 1151 7144 курсы пройти в завершать быть но у мы в укд нет результат на сайт школа клиент у себя в завершать видеть только старый дата от 2020 год просьба подтягивать оценка по данные укд и сформировывать сертификат и диплом согласно срок обучение по укд заранее спасибо	14	Школы Ошибка	0.9999061822891235	Школы Ошибка	14
добрый день эл почта cimbalukan llczssk ru в личный кабинет пройти 3 программа в арм ерм укд не подтягиваться просить проверять скрин во вложение программа пожарный безопасность для ответственный за противопожарный инструктаж обучение по общий вопрос охрана труд и функционирование система управление охрана труд оказание первый помощь пострадавший на производство	4	Другое	0.9999878406524658	Школы Ошибка	14
добрый день br не подсвечиваться урок в дд школа главбух госучреждение весь программа br анонс загружать просить решать проблема	14	Школы Ошибка	0.9998373985290527	Школы Ошибка	14
добрый день br по заказ 464297517 сформировываться 1 укд вместо 4х просить исправлять	4	Другое	0.9999936819076538	Школы Ошибка	14
здравствовать клиент apiyanceva ms ruskmv ru ее руководитель видеть в отчет что она проходить программа бухгалтер на участок зп скрин но этот программа клиент уже проходить скрин в школа быть два такой программа иды 204663 и 193452 последний снимать с продажа на она стоять галка в бо мочь с это как то связанный мочь что то сделать чтобы программа не отображаться в отчет лпр в статус проходить обучение	14	Школы Ошибка	0.9999920129776001	Школы Ошибка	14
здравствовать быть добрый помогать пожалуйста удалять из личный кабинет клиент почта kna ecabel com пин 6023000601 из вкладка мой обучение программа финансовый директор 2 0 удалять не мочь сам поскольку не появляться кнопка удалять скрин прилагать	4	Другое	0.9999547004699707	Школы Ошибка	14
здравствовать клиент пин 3514035401 просить составлять аналитик по весь сотрудник за 2021 год то быть кто и когда какой программа обучение изучать можно помогать клиент с данный вопрос	4	Другое	0.999992847442627	Школы Ошибка	14
здравствовать клиент почта alzueva84 gmail com пин 6742002401 приобретать укд 1296 1621 2353 2432 0477 не мочь попадать в личный кабинет я также не мочь создавать ссылка доступ писать пользователь не находить быть добрый помогать пожалуйста клиент активировать доступ в личный кабинет возможно это связывать с то что на номер телефон клиент активировать другой аккаунт быть добрый активировать пожалуйста аккаунт с почта alzueva84 gmail com другой можно удалять	4	Другое	0.9999817609786987	Школы Ошибка	14
здравствовать клиент почта berezina_e rusklimat ru пин 3051308801 являться администратор укд 1296 3418 6063 4277 2804 она отправлять сотрудник приглашение в академия и назначать программа обучение в список низко тот сотрудник который не получать письмо с назначать программа в папка спам письмо также нет список сотрудник который не мочь принимать приглашение администратор arzamasova_o rusklimat ru пин 6702544201 nevdahina_a rusklimat ru пин 6702548901 loseva_o rusklimat ru пин 6702581001 belova_a rusklimat ru пин 4969702001 данный сотрудник в система зарегистрироваться но клиент не видеть он и не мочь даже отправлять приглашение kupchenkova_v rusklimat ru пин 6703799501 быть добрый помогать пожалуйста назначать данный сотрудник программа обучение письмо с приглашение к он не приходить	14	Школы Ошибка	0.9999756813049316	Школы Ошибка	14
здравствовать клиент почта berezina_e rusklimat ru пин 3051308801 являться администратор укд 1296 3418 6063 4277 2804 она отправлять сотрудник приглашение в академия и назначать программа обучение в список низко тот сотрудник который не получать письмо с назначать программа в папка спам письмо также нет список сотрудник который не мочь принимать приглашение администратор pushnin_i rusklimat ru пин 2874374101 yakovleva_o rusklimat ru пин 3810998601 nikolova_v rusklimat ru пин 6695062001 lyamina_s rusklimat ru пин 6695388401 yakunchikova_i rusklimat ru пин 6696870901 vlasova_e rusklimat ru пин 4072833401 gorokhova_a rusklimat ru пин 6697159101 gorodetskaya_i rusklimat ru пин 3248398601 быть добрый помогать пожалуйста назначать данный сотрудник программа обучение письмо с приглашение к он не приходить	14	Школы Ошибка	0.9999539852142334	Школы Ошибка	14
здравствовать клиент почта konikhinsv r all ru пин 6274998601 не мочь попадать в личный кабинет возникать сообщение об ошибка скрин прилагать	4	Другое	0.9999860525131226	Школы Ошибка	14
здравствовать клиент почта nedzeluktv nsk entransfer ru пин 6674268201 активировать программа обучение укд 1296 1350 6536 0245 7468 но программа не активироваться при повторный активация выходить сообщение что давать укд активировать на другой логин скрин прилагать в личный кабинет клиент программа не появляться быть добрый помогать пожалуйста понимать в чем ошибка и активировать программа обучение	14	Школы Ошибка	0.9998596906661987	Школы Ошибка	14
здравствовать клиент почта timur_neo mail ru пин 2534765001 пытаться у себя в профиль личной кабинет изменять личный информация например дата рождение должный быть дата 14 06 1977 при попытка вносить изменение выходить сообщение об ошибка ошибка сохранение данные скрин прилагать проверять пожалуйста в чем проблема почему клиент не мочь менять личный информация	4	Другое	0.9999434947967529	Школы Ошибка	14
здравствовать клиент почта valeevmt azot kuzbass net пин 6612971401 являться администратор по два укд 1296 1442 2362 3527 4372 и 1296 3645 8338 5205 7124 клиент назначать свой сотрудник почта pns5 azot kuzbass net пин 6702065301 программа финансовый аналитик оценка прогнозирование финансовый моделирование ссылка https academy fd ru programs 205724 сотрудник у себя в личный кабинет данный программа видеть но программа неактивный укд по она не сформировываться помогать пожалуйста назначать сотрудник почта pns5 azot kuzbass net пин 6702065301 данный программа обучение если дело в то что программа начинаться с 1 сентябрь быть добрый перенести пожалуйста начало обучение на 1 август	14	Школы Ошибка	0.9999146461486816	Школы Ошибка	14
здравствовать клиент почта пин не мочь начинать изучение программа финансовый аналитик оценка прогнозирование финансовый моделирование ссылка https academy fd ru promo 205724 выходить сообщение о то что необходимый оплачивать доступ хотя у клиент укд 1296 5507 7020 8738 0257 такой же сообщение появляться у сотрудник который клиент попытаться назначать данный программа обучение подсказывать пожалуйста в чем мочь быть причина можно ли назначать клиент данный программа обучение	4	Другое	0.9997943043708801	Школы Ошибка	14
здравствовать клиент почта teshkin_vadim bk ru пин 6693198001 не мочь посмотреть демо версия академия фд ссылка https academy fd ru открывать он пожалуйста демо доступ к программа академия фд	14	Школы Ошибка	0.9999532699584961	Школы Ошибка	14
здравствовать клиент почта gofan7 ya ru пин 6695368701 открывать демо доступ к школа финансовый директор но часть программа неактивный клиент не мочь они посмотреть скрин прилагать быть добрый открывать пожалуйста полноценный демо доступ к школа финансовый директор чтобы клиент мочь ознакомляться со весь доступный программа	14	Школы Ошибка	0.9999186992645264	Школы Ошибка	14
здравствовать помогать пожалуйста клиент почта janna yalunina yandex ru пин 2923691801 являться админ укд 1296 4473 3103 4178 7685 несколько раз отправлять назначение программа финансовый директор 2022 для сотрудник почта demura_n76 mail ru пин 2541983001 сотрудник письмо не получать помогать пожалуйста назначать сотрудник почта demura_n76 mail ru пин 2541983001 программа финансовый директор 2022	4	Другое	0.9999798536300659	Школы Ошибка	14
здравствовать сотрудник актион почта ndjachkova action press ru не мочь у себя в личный кабинет вводить адрес доставка диплом выходить сообщение об ошибка скрин прилагать быть добрый помогать пожалуйста вводить адрес доставка диплом сотрудник адрес должный быть такой ульяновский обл карсунский р н село прислониха ул советский двлд 41 кв 41	4	Другое	0.998842716217041	Школы Ошибка	14
здравствовать у клиент почта t nasakina ezocm ru пин 5362965501 не активироваться программа обучение 1 укд 1296 1478 6028 0288 7488 технология бюджетирование в компания ссылка https academy fd ru promo 193304 клавиша продолжать учиться есть но активация не происходить во вкладка текущий программа не появляться доступ нет 2 укд 1296 0304 2640 3143 3806 mba intensive управление и финансы ссылка https academy fd ru promo 200247 клавиша продолжать учиться есть но активация не происходить во вкладка текущий программа не появляться доступ нет 3 также программа по укд 1296 5146 4650 4181 7537 интенсив бюджетирование в условие неопределенность уже проходить сертификат сформировывать но во вкладка проходить она нет помогать пожалуйста назначать данные программа укд 1296 1478 6028 0288 7488 технология бюджетирование в компания ссылка https academy fd ru promo 193304 и mba intensive управление и финансы ссылка https academy fd ru promo 200247 клиент повторно	14	Школы Ошибка	0.9999933242797852	Школы Ошибка	14
здравствовать у клиент пин 5335971701 почта innasigal yandex ru демо доступ высокий школа финансовый директор не мочь просматривать демо версия к курс ms excel для финансист от формула до финансовый модель ссылка https school fd ru programs 203468 и power bi для финансист от ноль до pro ссылка https school fd ru programs 204759 при нажатие кнопка попробовать бесплатно выходить сообщение о то что необходимо подтверждать номер телефон клиент вводить свой номер телефон и в ответ получать сообщение о то что данный номер уже использоваться скрин прилагать быть добрый открывать пожалуйста клиент демо доступ к данный курс	14	Школы Ошибка	0.9996203184127808	Школы Ошибка	14
здравствовать у клиент пин 6619145301 почта sta sibbio ru тарифный план укд 1296 4005 8776 8832 7418 нет доступ к программа обучение ms excel для финансист от формула до финансовый модель ссылка https academy fd ru programs view 203630 быть добрый открывать пожалуйста клиент доступ к данный программа обучение	14	Школы Ошибка	0.9999929666519165	Школы Ошибка	14
здравствовать у клиент почта a akulova mail ru пин 1262455301 активировать укд 1296 3732 3264 7317 3612 но в личный кабинет отображаться что доступ заканчиваться продлять подписка быть добрый активировать пожалуйста клиент доступ к программа обучение	14	Школы Ошибка	0.999915361404419	Школы Ошибка	14
здравствовать у клиент почта d rukomoynikova bsmuk ru пин 6773044601 в личный кабинет висеть 55 приглашение для сотрудник но когда она начинать создавать приглашение для они появляться сотрудник почта glazkova e energy solution ru со статус куратор это не сотрудник их компания она вообще не знать этот человек клиентка удалять данный неизвестный сотрудник но у она потеряться один приглашение сейчас висеть что приглашение оставаться 51 хотя она пока отправлять только 2 свой сотрудник приглашение скрин прилагать быть добрый проверять пожалуйста не привязывать ли лишний человек к данный тарифный план а именно glazkova e energy solution ru можно ли восстанавливать 1 утерять приглашение	4	Другое	0.9999972581863403	Школы Ошибка	14
здравствовать у клиент почта felleran mail ru пин 6206222601 нет доступ к программа обучение обработка финансовый данные продвигать инструмент ссылка	4	Другое	0.9997814297676086	Школы Ошибка	14
здравствовать у клиент почта inna1207 gmail com пин 2373812001 оформлять демо доступ к программа обучение академия финансовый директор в программа обучение антикризисный курс как финансист действовать в условие неопределенность ссылка https academy fd ru programs 205491 точка блокировка стоять после 2 модуль клиент проходить тест после второй модуль и выходить сообщение что доступ заканчиваться сказать пожалуйста правильно ли стоять точка блокировка в данный программа обычно точка блокировка стоять на итоговый тесто программа обучение то быть у клиент в демо доступ быть возможность просматривать весь программа обучение	14	Школы Ошибка	0.9996829032897949	Школы Ошибка	14
здравствовать у клиент почта kresina anastasia gmail com пин 4344953301 оплачивать продукт укд 1296 8642 8386 5013 3027 но в лк активировать данный укд клиент не мочь выходить сообщение об ошибка скрин экран прилагать помогать пожалуйста клиентка активировать давать укд	4	Другое	0.9999865293502808	Школы Ошибка	14
здравствовать у клиент почта shix07 mail ru пин 6628854301 укд 1296 7751 4258 1313 8578 нет доступ к личной кабинет выходить сообщение что пользователь уже существовать ранее номер телефон клиент 79120832599 быть прикреплять к кабинет почта ryzhkova_is uzsa ru пин 6443157901 телефон от рабочий почта откреплять но в кабинет под почта shix07 mail ru доступ так и нет помогать пожалуйста клиент настраивать доступ в личный кабинет под почта shix07 mail ru и телефон 79120832599	4	Другое	0.999812662601471	Школы Ошибка	14
здравствовать у клиент почта t nasakina ezocm ru пин 5362965501 не получаться входить в личный кабинет академия фд возникать сообщение об ошибка даже если переходить по ссылка из личной кабинет скрин прилагать помогать пожалуйста активировать доступ в личный кабинет	14	Школы Ошибка	0.9999884366989136	Школы Ошибка	14
здравствовать у клиент почта tnasakina mail ru пин 2517028301 не получаться входить в личный кабинет академия фд возникать сообщение об ошибка даже если переходить по ссылка из личной кабинет скрин прилагать помогать пожалуйста активировать доступ в личный кабинет	14	Школы Ошибка	0.9999856948852539	Школы Ошибка	14
здравствовать у клиент почта valen yakov gmail com пин 2752582701 укд 1296 0763 0051 5727 4080 не мочь активировать большой часть программа обучение например программа power bi для финансист от ноль до pro ссылка https academy fd ru promo 204884 если нажимать на клавиша начинать учиться программа не появляться во вкладка мой обучение не активироваться такой же проблема и с другой программа быть добрый проверять пожалуйста весь ли в порядок с доступ у данный клиент	14	Школы Ошибка	0.999976634979248	Школы Ошибка	14
здравствовать у клиент пин 537825801 активировать укд 1296 7262 1504 4140 2831 активация данный укд через клиент пин 1264088801 почта elena sichova sugold ru происходить какой то сбой и на данный момент в личный кабинет клиент пин 1264088801 не высвечиваться информация о проходить программа обучение о получать сертификат также высвечиваться не тот сотрудник который проходить обучение а тот который уже увольнять сотрудник который проходить обучение не высвечиваться никто из сотрудник не получать документ о проходить программа обучение быть добрый проверять пожалуйста можно ли восстанавливать правильный список сотрудник восстанавливать информация о проходить программа обучение	4	Другое	0.9999784231185913	Школы Ошибка	14
здравствовать у клиент почта gofan7 ya ru пин 6695368701 быть открывать демо доступ к школа финансовый директор но часть программа быть неактивный клиент не мочь они посмотреть скрин прилагать быть добрый открывать пожалуйста клиент полноценный демо доступ к школа финансовый директор чтобы клиент мочь ознакомляться со весь доступный программа	14	Школы Ошибка	0.9998568296432495	Школы Ошибка	14
здравствовать я сотрудник школа пин 6425862401 почта ea shvedova action media ru когда в бэкофис чат открывать чат через поиск то иногда возникать дубликат чат то быть реально чат один но отображаться их 2 если отвечать на вопрос клиент то один чат уходить как обрабатывать а второй оставаться без ответ будто я пропускать вопрос скрин прилагать с 5 сентябрь такой чат 9 шт сегодня снова появляться такой чат быть добрый проверять пожалуйста в чем там проблема у мы из за это портиться статистика ответ за прошлый месяц якобы 20 необработанный чат хотя они обрабатывать	4	Другое	0.9999948740005493	Школы Ошибка	14
здравствовать я сотрудник школа почта ea shvedova action media ru у я переставать работать доступ в арм выходить сообщение об ошибка скрин прилагать настраивать я пожалуйста доступ в арм	4	Другое	0.9890143275260925	Школы Ошибка	14
здравствовать клиент просить продлять обучение ольга александровна суворова 79667528875 o suvorova stoma9 ru программа управление сестринский деятельность эпидбезопасность кадр экономика	4	Другое	0.9999587535858154	Школы Ошибка	14
клиент академия ресурс образование natalia 4b yandex ru быть назначать программа иды 203761 профессиональный компетентность учитель русский язык и литература по фгос обязательный документ современный оценивание и гибкий навык объем 160 академический часы форма обучение заочный с применение дистанционный образовательный технология с 01 07 2022по 30 09 2022 программа клиент не смочь завершать т к срок доступ к комплекс академия заканчиваться рано чем срок программа скрин из бэк офис во вложение после то как академия продлять еще раз назначать этот же курс но не сохраняться прогресс обучение скрин из бэк офис с результат тестирование и из лк где видно что прогресс не сохраняться по какой причина просьба поправлять	14	Школы Ошибка	0.9998908042907715	Школы Ошибка	14
клиент 2lucha mail ru утверждать что он на почта еженедельно поступать рассылка о необходимость получать отправление 80089366230494 на почта но оно получать еще в декабрь прошлый год просьба отключать данный рассылка	4	Другое	0.999991774559021	Школы Ошибка	14
клиент 55555 556 mail ru проходить обучение по укд 1262 7442 4585 2550 2571 основа сердечно легочный реанимация у взрослый объем 36 час но в арма не проставлять оценка подтягивать не получаться просьба проставлять оценка	14	Школы Ошибка	0.9999972581863403	Школы Ошибка	14
